Time,Air Flow Rate,HF-N,HF-E,HF-S,HF-W,NG Flow Rate,HRR_ideal,HRR_cal,K_smoke,T_duct,rho_duct,V_duct,MF_duct,O2_duct_dry,CO2_duct_dry,CO_duct_dry,H2O_duct,H2O_amb,RH,T_amb,Hydrogen Cyanide,U_Hydrogen Cyanide,Sulfur Dioxide,U_Sulfur Dioxide,Hydrogen Chloride,U_Hydrogen Chloride,Hydrogen Fluoride,U_Hydrogen Fluoride,Hydrogen Bromide,U_Hydrogen Bromide,Acrolein,U_Acrolein,Formaldehyde,U_Formaldehyde,Nitric Oxide,U_Nitric Oxide,Nitrogen Dioxide,U_Nitrogen Dioxide,Ammonia,U_Ammonia,Methane,U_Methane,Water_%,U_Water_%,Ethene,U_Ethene,Propene,U_Propene,Carbon Dioxide_Low,U_Carbon Dioxide_Low,Ethane,U_Ethane,Propane,U_Propane,Acetylene,U_Acetylene,"1,3-Butadiene","U_1,3-Butadiene",IsoButene,U_IsoButene,n-Pentane,U_n-Pentane,Ethanol,U_Ethanol,Nitrous Oxide,U_Nitrous Oxide,NOx,U_NOx
s,L/min,kW/m2,kW/m2,kW/m2,kW/m2,L/min,kW,kW,1/m,C,kg/m3,m/s,kg/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,%,C,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
1700,798.2,0.227,0.201,0.111,0.088,83.5,49.6,50.0,0.001796,39.5,1.12,9.74,2.00,0.207807,0.00132,0.000018,0.009078,0.012737,45.0,25.7,-0.001,0.023,0.880,0.107,-0.099,-0.006,-0.239,0.060,-0.085,0.011,0.896,52.487,0.699,0.004,0.129,0.133,1.629,1.972,-0.046,0.068,64.116,1.894,0.092,0.007,0.858,-0.003,0.044,-0.009,406.438,9.814,5.346,1.142,1.053,1.399,0.164,0.254,0.007,0.004,0.025,0.003,-0.065,0.614,0.073,0.003,0.003,0.023,1.758,0.000
1710,798.1,0.232,0.203,0.116,0.087,83.6,49.6,44.5,0.001823,39.2,1.12,9.60,1.97,0.207975,0.00122,0.000024,0.008996,0.01271,45.0,25.7,0.005,0.028,1.030,0.112,-0.073,-0.017,-0.132,0.000,-0.148,0.010,-0.509,58.827,0.772,0.004,-0.113,0.171,1.125,2.506,-0.067,0.084,72.326,2.161,0.091,0.008,0.985,0.002,0.022,0.006,396.788,9.312,6.086,1.281,1.232,1.568,0.105,0.239,0.040,0.005,0.011,0.003,-0.103,0.689,0.079,0.006,0.015,0.027,1.013,0.000
1720,798.2,0.228,0.207,0.107,0.087,83.5,49.6,45.1,0.001753,39.2,1.12,9.75,2.00,0.207963,0.001212,0.000029,0.008959,0.012741,45.0,25.7,0.000,-0.003,0.829,0.169,-0.094,0.016,-0.072,0.045,-0.190,0.015,-0.259,61.826,0.823,0.007,-0.133,0.154,1.051,2.919,-0.040,0.086,75.921,2.250,0.090,-0.001,1.012,0.003,-0.097,0.011,398.737,9.280,6.403,1.345,1.332,1.647,0.130,0.237,0.038,0.019,0.009,0.014,-0.120,0.724,0.072,0.005,0.011,0.034,0.918,0.000
1730,798.1,0.226,0.203,0.092,0.088,83.8,49.8,44.1,0.001654,39.0,1.12,9.70,1.99,0.207975,0.001208,0.00003,0.008951,0.01278,45.0,25.7,0.006,0.014,1.027,0.069,-0.143,0.031,-0.143,0.092,-0.169,0.012,0.257,61.708,0.888,0.003,-0.205,0.115,1.501,2.566,-0.036,0.093,75.950,2.280,0.079,0.004,1.038,0.001,0.090,0.003,394.112,9.281,6.396,1.343,1.283,1.644,0.147,0.255,0.069,0.000,-0.011,0.000,-0.109,0.722,0.104,0.006,0.017,0.037,1.296,0.000
1740,798.1,0.223,0.202,0.093,0.090,83.3,49.5,45.9,0.001517,38.9,1.12,9.79,2.01,0.207946,0.00122,0.000031,0.00895,0.012744,45.0,25.7,0.023,0.009,1.251,0.020,-0.169,0.009,-0.026,-0.011,-0.123,0.008,-1.661,61.944,0.906,0.004,0.014,0.183,1.807,2.877,-0.059,0.090,76.142,2.278,0.085,0.003,1.010,-0.001,-0.138,-0.003,391.300,8.503,6.426,1.348,1.276,1.651,0.145,0.209,0.097,0.007,0.021,0.006,-0.091,0.725,0.093,0.005,0.018,0.037,1.820,0.000
1750,798.1,0.227,0.206,0.102,0.091,83.2,49.4,44.0,0.001718,38.8,1.12,9.77,2.01,0.207996,0.0012,0.00003,0.008932,0.012732,45.0,25.7,0.010,0.018,1.265,0.085,-0.152,0.020,0.006,0.073,-0.093,0.011,-0.650,62.061,0.929,0.005,0.000,0.098,0.164,2.850,-0.044,0.086,76.281,2.300,0.086,0.006,1.011,0.001,0.004,0.004,390.163,8.666,6.437,1.351,1.318,1.654,0.115,0.243,0.170,0.008,-0.042,0.006,-0.119,0.726,0.100,0.005,0.012,0.037,0.164,0.000
1760,798.1,0.225,0.199,0.119,0.090,83.5,49.6,44.5,0.001552,38.8,1.12,9.77,2.01,0.207992,0.0012,0.00003,0.008926,0.012739,45.0,25.7,-0.026,0.018,1.141,0.143,-0.100,-0.006,-0.056,0.009,-0.159,0.012,-0.207,61.742,0.975,0.001,-0.137,0.078,1.159,2.662,-0.061,0.089,75.921,2.282,0.089,0.006,1.021,0.002,-0.119,0.006,392.912,8.689,6.396,1.344,1.347,1.645,0.124,0.207,0.152,0.021,0.000,0.016,-0.123,0.723,0.087,0.005,0.019,0.040,1.023,0.000
1770,798.1,0.227,0.195,0.105,0.090,83.6,49.6,44.7,0.001692,38.7,1.12,9.82,2.02,0.207988,0.001203,0.00003,0.008932,0.012711,45.0,25.7,-0.006,0.015,1.111,0.057,-0.175,0.003,0.040,-0.003,-0.230,0.010,0.896,61.864,0.993,0.000,-0.112,0.096,1.356,2.811,-0.023,0.089,76.009,2.313,0.082,0.005,1.044,0.000,0.036,-0.001,390.525,8.561,6.434,1.347,1.315,1.649,0.162,0.233,-0.021,0.016,0.004,0.012,-0.114,0.724,0.068,0.004,0.022,0.039,1.244,0.000
1780,798.1,0.229,0.196,0.112,0.090,83.0,49.3,45.2,0.001457,38.5,1.12,9.75,2.01,0.207972,0.001209,0.00003,0.008937,0.012728,45.0,25.7,-0.009,0.020,1.030,0.215,-0.150,0.006,-0.066,0.048,-0.144,0.011,-1.326,61.755,0.967,-0.001,-0.018,0.124,0.595,2.772,-0.077,0.084,75.849,2.311,0.098,0.006,1.008,0.000,-0.011,0.001,385.700,8.177,6.463,1.344,1.303,1.646,0.126,0.222,0.105,0.007,-0.069,0.005,-0.116,0.723,0.106,0.005,0.032,0.037,0.577,0.000
1790,798.1,0.232,0.201,0.109,0.091,83.7,49.7,44.4,0.001414,38.6,1.12,9.73,2.00,0.207997,0.0012,0.000029,0.00893,0.012761,45.0,25.7,-0.014,0.028,0.969,0.054,0.000,0.016,-0.024,0.022,-0.159,0.007,0.910,62.971,1.009,-0.001,0.031,0.127,1.264,2.908,-0.057,0.092,77.256,2.337,0.076,0.008,1.016,0.003,-0.021,0.009,391.700,8.192,6.515,1.371,1.338,1.678,0.126,0.217,0.060,0.011,-0.081,0.008,-0.114,0.737,0.106,0.004,0.018,0.040,1.295,0.000
1800,798.1,0.231,0.201,0.113,0.092,83.3,49.4,44.0,0.0013,38.7,1.12,9.69,1.99,0.208007,0.001191,0.000029,0.008925,0.012799,45.0,25.7,-0.004,0.018,1.152,0.079,-0.082,0.027,-0.149,0.075,-0.094,0.012,-1.270,63.210,1.044,0.006,-0.028,0.086,1.656,2.942,-0.059,0.091,77.673,2.348,0.089,0.005,1.044,0.002,0.039,0.005,396.087,8.586,6.589,1.376,1.376,1.684,0.120,0.233,0.166,0.003,0.058,0.003,-0.128,0.740,0.140,0.004,0.008,0.044,1.628,0.000
1810,798.2,0.235,0.207,0.117,0.091,83.2,49.4,45.7,0.00182,38.6,1.12,9.81,2.02,0.207949,0.001216,0.00003,0.008949,0.01277,45.0,25.7,-0.019,0.014,1.369,0.086,-0.134,0.005,0.069,0.043,-0.136,0.009,1.188,62.471,1.028,-0.001,-0.112,0.156,0.166,3.037,-0.026,0.080,76.655,2.368,0.085,0.005,0.994,-0.003,0.038,-0.012,389.700,7.931,6.551,1.360,1.358,1.665,0.134,0.207,0.145,0.012,-0.050,0.009,-0.125,0.731,0.140,0.005,0.015,0.043,0.054,0.000
1820,798.2,0.237,0.206,0.120,0.091,83.1,49.3,44.6,0.00171,38.6,1.12,9.79,2.01,0.207979,0.001209,0.00003,0.008937,0.012716,45.0,25.7,-0.010,0.025,0.873,0.072,-0.073,0.026,-0.084,-0.001,-0.126,0.007,0.609,62.395,1.043,0.003,-0.109,0.161,0.511,2.952,-0.057,0.084,76.693,2.337,0.083,0.008,1.008,-0.001,0.034,-0.003,390.350,7.961,6.464,1.358,1.356,1.663,0.091,0.220,0.076,0.002,-0.034,0.002,-0.125,0.730,0.132,0.004,0.015,0.032,0.402,0.000
1830,798.1,0.232,0.206,0.116,0.091,83.2,49.4,44.9,0.001592,38.6,1.12,9.64,1.98,0.207986,0.001202,0.00003,0.008932,0.012696,45.0,25.7,-0.037,0.008,1.070,0.223,-0.056,-0.004,0.016,0.101,-0.156,0.008,-0.508,62.400,1.067,0.000,-0.124,0.132,0.648,2.963,-0.078,0.092,76.855,2.328,0.075,0.003,1.054,-0.003,-0.135,-0.009,391.587,7.929,6.526,1.358,1.330,1.663,0.138,0.234,0.146,0.006,0.001,0.004,-0.108,0.730,0.116,0.005,0.041,0.040,0.523,0.000
1840,798.2,0.229,0.208,0.114,0.088,83.3,49.4,45.2,0.001423,38.6,1.12,9.83,2.02,0.207971,0.001206,0.00003,0.008936,0.0127,45.0,25.7,0.004,0.016,0.901,0.107,-0.137,0.032,0.017,0.097,-0.135,0.013,-0.366,62.397,1.096,0.002,-0.246,0.147,1.901,2.874,-0.038,0.087,76.713,2.339,0.085,0.005,1.027,-0.002,0.177,-0.006,391.813,8.073,6.541,1.358,1.365,1.663,0.091,0.212,0.138,0.007,-0.012,0.005,-0.133,0.730,0.070,0.005,0.006,0.038,1.655,0.000
1850,798.1,0.227,0.201,0.116,0.088,83.3,49.5,45.0,0.001395,38.6,1.12,9.88,2.03,0.207966,0.001209,0.00003,0.008941,0.012644,45.0,25.7,-0.006,0.007,1.212,0.285,-0.142,0.035,-0.101,-0.019,-0.132,0.007,0.124,61.621,1.102,0.001,-0.166,0.123,0.718,2.870,-0.043,0.090,75.640,2.268,0.082,0.002,1.054,0.000,-0.031,-0.001,386.750,7.993,6.407,1.341,1.306,1.642,0.120,0.228,0.175,0.005,-0.030,0.004,-0.123,0.721,0.144,0.005,0.004,0.040,0.552,0.000
1860,798.2,0.227,0.205,0.109,0.087,83.2,49.4,45.4,0.001311,38.4,1.12,9.79,2.02,0.207973,0.001209,0.00003,0.008934,0.012664,45.0,25.7,-0.044,0.011,1.106,0.170,-0.078,0.036,0.078,0.069,-0.124,0.013,0.154,61.178,1.048,0.003,-0.133,0.145,1.549,2.891,-0.029,0.083,75.361,2.293,0.087,0.004,1.007,-0.001,0.055,-0.005,383.578,7.868,6.406,1.331,1.314,1.630,0.142,0.219,0.071,0.002,-0.068,0.001,-0.127,0.716,0.102,0.004,0.023,0.039,1.416,0.000
1870,798.1,0.225,0.196,0.112,0.086,83.3,49.4,44.9,0.001172,38.5,1.12,9.80,2.02,0.207999,0.001196,0.00003,0.008917,0.012729,45.0,25.7,0.071,0.017,1.183,0.081,-0.105,0.021,0.006,0.038,-0.129,0.008,0.529,61.470,1.090,0.001,-0.191,0.097,1.435,2.927,-0.049,0.087,75.581,2.302,0.114,0.005,0.999,0.000,-0.114,0.001,383.987,8.346,6.401,1.338,1.293,1.638,0.114,0.251,0.012,0.012,-0.036,0.009,-0.101,0.720,0.114,0.006,0.015,0.029,1.244,0.000
1880,798.1,0.224,0.195,0.106,0.085,83.5,49.6,44.5,0.001304,38.4,1.12,9.76,2.01,0.207997,0.001194,0.000029,0.008918,0.012803,45.0,25.7,0.007,0.018,0.983,0.149,-0.087,0.050,0.139,0.033,-0.147,0.010,0.028,61.558,1.087,0.000,-0.101,0.143,0.763,2.894,-0.053,0.085,75.384,2.258,0.092,0.006,1.016,0.001,0.156,0.003,385.163,8.049,6.442,1.340,1.353,1.640,0.099,0.239,0.155,0.010,-0.026,0.007,-0.130,0.721,0.136,0.006,0.015,0.035,0.662,0.000
1890,798.1,0.222,0.190,0.110,0.085,83.5,49.6,44.4,0.001211,38.4,1.12,9.67,1.99,0.207999,0.001195,0.000029,0.008908,0.012831,45.0,25.7,0.035,0.021,1.301,0.038,-0.037,-0.002,-0.041,0.059,-0.179,0.011,-1.299,62.450,1.097,0.000,0.184,0.149,1.223,2.921,-0.089,0.086,76.869,2.358,0.088,0.006,1.020,-0.001,0.036,-0.003,387.700,7.824,6.573,1.359,1.364,1.664,0.061,0.225,0.068,0.008,-0.006,0.006,-0.127,0.731,0.135,0.005,0.009,0.039,1.407,0.000
1900,798.1,0.225,0.194,0.109,0.084,83.9,49.8,44.6,0.001375,38.5,1.12,9.81,2.02,0.207989,0.001198,0.000029,0.008915,0.012805,45.0,25.7,-0.010,0.023,1.113,0.263,-0.101,-0.022,0.038,-0.018,-0.135,0.010,-0.658,62.444,1.101,0.001,-0.011,0.175,0.823,2.951,-0.043,0.090,76.550,2.332,0.075,0.007,1.043,-0.001,0.045,-0.002,389.512,7.676,6.515,1.359,1.332,1.664,0.145,0.199,0.113,0.014,-0.055,0.011,-0.126,0.731,0.097,0.004,0.019,0.042,0.812,0.000
1910,798.2,0.227,0.203,0.109,0.083,84.0,49.8,44.9,0.001149,38.6,1.12,9.80,2.02,0.207972,0.001208,0.000029,0.008925,0.012743,45.0,25.7,0.005,0.014,1.062,0.107,-0.195,0.004,0.239,0.010,-0.106,0.008,1.080,62.309,1.106,0.001,-0.234,0.108,0.541,3.078,-0.053,0.093,76.685,2.338,0.091,0.004,1.070,-0.002,0.084,-0.006,391.563,8.176,6.480,1.356,1.335,1.660,0.081,0.244,0.139,0.015,0.045,0.011,-0.122,0.729,0.099,0.006,0.014,0.037,0.307,0.000
1920,798.1,0.227,0.211,0.097,0.084,83.6,49.7,45.3,0.001129,38.7,1.12,9.83,2.02,0.207968,0.001211,0.00003,0.008935,0.012696,45.0,25.7,-0.060,-0.005,1.043,-0.538,-0.095,0.010,0.121,0.062,-0.157,0.000,0.661,59.806,1.033,-0.005,-0.280,-0.031,0.947,2.845,-0.003,0.087,76.808,2.246,0.037,-0.001,1.060,-0.008,-0.067,-0.028,432.712,8.421,6.369,1.302,1.215,1.594,0.262,-0.147,0.099,-0.008,0.038,-0.006,-0.108,0.700,0.134,0.000,0.006,0.039,0.668,0.000
1930,798.2,0.234,0.208,0.097,0.083,83.4,49.5,43.4,0.001036,38.7,1.12,9.79,2.01,0.208028,0.001214,0.000031,0.00897,0.012664,45.0,25.7,0.038,-0.091,0.506,-4.408,-0.035,-0.076,0.183,-0.044,-0.217,-0.021,-1.007,71.732,0.581,-0.030,0.148,-1.042,2.347,3.066,-0.092,0.122,93.289,2.293,-0.349,-0.028,1.338,-0.018,0.162,-0.063,552.950,10.006,7.714,1.561,1.536,1.912,0.771,-1.592,0.188,-0.015,0.027,-0.011,-0.166,0.840,0.074,-0.009,0.035,0.058,2.494,0.000
1940,798.2,0.234,0.211,0.099,0.083,83.2,49.4,42.8,0.000981,38.8,1.12,9.81,2.02,0.208046,0.001201,0.000031,0.009003,0.012661,45.0,25.7,0.081,-0.138,-0.283,-7.235,-0.137,-0.081,0.276,-0.122,-0.278,-0.023,0.433,87.110,0.301,-0.039,0.342,-1.564,3.047,3.952,-0.073,0.165,114.675,2.886,-0.633,-0.042,1.634,-0.016,-0.002,-0.057,593.825,10.255,9.503,1.896,1.988,2.321,1.304,-3.035,0.222,-0.013,0.026,-0.009,-0.212,1.020,0.034,-0.009,0.051,0.083,3.389,0.000
1950,798.2,0.238,0.217,0.109,0.083,83.2,49.4,42.7,0.001073,38.9,1.12,9.81,2.02,0.208046,0.001198,0.000031,0.009041,0.012681,45.0,25.7,0.089,-0.168,-0.950,-8.933,-0.213,-0.116,0.254,0.034,-0.277,-0.020,-0.094,93.295,0.177,-0.046,0.462,-1.794,3.802,4.058,-0.037,0.182,123.825,3.102,-0.750,-0.051,1.747,-0.017,0.010,-0.058,609.188,10.894,10.297,2.031,2.187,2.486,1.738,-4.110,0.136,-0.006,0.094,-0.005,-0.252,1.092,-0.010,-0.009,0.052,0.087,4.264,0.000
1960,798.2,0.236,0.217,0.109,0.084,83.7,49.7,42.3,0.000836,38.9,1.12,9.73,2.00,0.208062,0.00119,0.00003,0.009054,0.012657,45.0,25.7,0.050,-0.177,-1.117,-10.014,-0.089,-0.104,0.334,-0.018,-0.297,-0.021,1.057,95.459,0.107,-0.048,0.422,-1.922,3.976,4.310,-0.077,0.191,126.838,3.187,-0.808,-0.054,1.810,-0.015,0.002,-0.053,614.500,10.402,10.579,2.077,2.186,2.544,1.970,-4.847,0.174,-0.003,0.050,-0.002,-0.239,1.118,-0.045,-0.007,0.055,0.095,4.397,0.000
1970,798.1,0.235,0.218,0.108,0.081,84.1,50.0,43.3,0.000816,38.9,1.12,9.73,2.00,0.208033,0.001202,0.000031,0.009065,0.012655,45.0,25.7,0.047,-0.183,-1.390,-10.620,-0.113,-0.131,0.475,-0.020,-0.342,-0.019,0.853,96.261,0.083,-0.049,0.499,-1.983,4.097,4.064,-0.086,0.193,128.387,3.250,-0.848,-0.055,1.819,-0.017,0.048,-0.059,620.563,10.766,10.714,2.095,2.252,2.565,2.190,-5.286,0.251,-0.014,0.063,-0.011,-0.248,1.127,-0.069,-0.006,0.041,0.094,4.596,0.000
1980,798.2,0.230,0.216,0.101,0.084,84.1,50.0,42.4,0.000831,38.8,1.12,9.73,2.00,0.208044,0.001198,0.00003,0.009062,0.012682,45.0,25.7,0.030,-0.192,-1.630,-10.907,-0.205,-0.129,0.573,0.015,-0.326,-0.019,0.151,95.788,0.079,-0.049,0.439,-1.996,3.802,4.243,-0.106,0.191,127.600,3.213,-0.870,-0.058,1.830,-0.019,0.047,-0.067,623.200,10.912,10.668,2.085,2.225,2.552,2.319,-5.568,0.191,-0.011,0.032,-0.008,-0.243,1.121,-0.063,-0.008,0.044,0.100,4.241,0.000
1990,798.1,0.230,0.213,0.105,0.085,84.0,49.9,43.0,0.001005,38.8,1.12,9.78,2.01,0.208037,0.001203,0.00003,0.009066,0.012703,45.0,25.7,0.043,-0.180,-1.723,-11.204,-0.160,-0.133,0.471,0.018,-0.358,-0.019,0.452,96.125,0.055,-0.050,0.449,-2.033,3.689,4.187,-0.068,0.193,127.100,3.169,-0.886,-0.055,1.825,-0.017,0.072,-0.060,631.938,11.245,10.714,2.092,2.242,2.562,2.399,-5.749,0.215,-0.017,0.039,-0.013,-0.255,1.125,-0.032,-0.007,0.057,0.098,4.139,0.000
2000,798.2,0.227,0.209,0.104,0.086,84.1,49.9,42.3,0.000938,38.7,1.12,9.68,1.99,0.20806,0.001193,0.00003,0.009058,0.012723,45.0,25.7,0.083,-0.166,-1.470,-9.747,-0.152,-0.076,0.414,-0.018,-0.259,-0.009,-0.096,91.894,0.078,-0.036,0.358,-1.807,3.981,3.570,-0.068,0.176,113.412,2.841,-0.829,-0.050,1.666,-0.004,0.017,-0.014,602.938,10.450,9.954,2.000,2.224,2.449,2.007,-4.948,0.223,0.016,0.058,0.012,-0.279,1.076,0.001,0.002,0.065,0.084,4.339,0.000
2010,798.2,0.228,0.199,0.107,0.086,83.6,49.7,45.2,0.001039,38.6,1.12,9.61,1.98,0.207966,0.001206,0.00003,0.009027,0.012683,45.0,25.7,0.023,-0.101,-0.224,-5.210,-0.043,-0.064,0.377,0.049,-0.200,-0.011,-1.534,71.067,0.392,-0.025,0.129,-1.186,2.632,2.789,-0.050,0.119,88.909,2.036,-0.537,-0.031,1.239,-0.001,0.134,-0.004,467.363,8.519,7.666,1.547,1.613,1.894,0.945,-2.382,0.054,0.001,-0.054,0.000,-0.199,0.832,0.036,0.000,0.039,0.046,2.761,0.000
2020,798.1,0.228,0.207,0.105,0.086,84.1,49.9,44.5,0.000724,38.7,1.12,9.58,1.97,0.207989,0.001198,0.00003,0.008977,0.012708,45.0,25.7,0.010,-0.043,0.609,-1.877,-0.079,0.029,0.050,0.056,-0.150,-0.001,0.485,63.771,0.804,-0.015,0.316,-0.517,1.583,2.866,-0.036,0.100,79.015,1.992,-0.228,-0.013,1.124,-0.002,0.103,-0.005,417.613,7.998,6.810,1.388,1.413,1.699,0.437,-0.816,0.121,0.005,-0.010,0.003,-0.142,0.747,0.096,0.005,0.026,0.048,1.900,0.000
2030,798.2,0.226,0.211,0.105,0.088,83.9,49.8,44.9,0.000572,38.7,1.12,9.61,1.98,0.20796,0.00121,0.00003,0.008947,0.012786,45.0,25.7,0.075,0.000,1.002,-0.761,-0.120,0.015,0.180,0.080,-0.186,0.005,-1.482,61.477,1.016,-0.006,0.157,-0.148,1.179,2.899,-0.053,0.092,76.040,2.091,-0.046,0.000,1.067,0.000,-0.009,0.001,398.113,7.883,6.521,1.338,1.303,1.638,0.257,-0.196,0.067,0.017,0.026,0.013,-0.110,0.720,0.117,0.006,0.035,0.046,1.336,0.000
2040,798.1,0.230,0.208,0.103,0.086,84.1,50.0,45.0,0.000609,38.8,1.12,9.66,1.99,0.207946,0.001221,0.000031,0.008928,0.012814,45.0,25.7,-0.024,0.012,0.960,-0.215,-0.070,0.041,0.120,0.016,-0.160,0.007,-0.137,60.842,1.122,-0.001,-0.069,0.048,1.044,2.802,-0.064,0.098,74.930,2.115,0.005,0.004,1.081,0.000,0.028,0.000,392.012,8.070,6.450,1.324,1.304,1.621,0.192,0.041,0.092,0.008,0.034,0.006,-0.114,0.712,0.077,0.005,0.021,0.038,0.976,0.000
2050,798.2,0.232,0.214,0.098,0.087,83.4,49.6,45.2,0.000537,38.9,1.12,9.68,1.99,0.20795,0.001219,0.000031,0.008919,0.012774,45.0,25.7,0.000,0.014,1.127,-0.009,-0.115,0.033,0.044,0.053,-0.142,0.008,0.438,60.599,1.140,-0.001,-0.085,0.056,0.543,2.910,-0.062,0.096,74.496,2.211,0.049,0.004,1.064,0.004,-0.088,0.012,391.225,7.880,6.391,1.319,1.292,1.615,0.181,0.115,0.109,0.014,0.008,0.011,-0.106,0.709,0.132,0.005,0.004,0.039,0.458,0.000
2060,798.1,0.233,0.217,0.094,0.086,83.9,49.9,45.0,0.00071,39.0,1.12,9.71,2.00,0.207957,0.001215,0.000031,0.008917,0.012712,45.0,25.7,-0.005,0.011,1.074,0.256,-0.082,0.033,0.180,0.063,-0.115,0.013,0.229,60.434,1.150,0.000,-0.106,0.123,1.104,2.896,-0.078,0.099,74.536,2.218,0.077,0.004,1.081,0.000,-0.018,0.000,392.075,7.724,6.378,1.315,1.277,1.610,0.158,0.176,0.093,0.017,-0.056,0.013,-0.096,0.707,0.120,0.006,0.035,0.036,0.997,0.000
2070,798.1,0.232,0.217,0.094,0.084,83.5,49.6,45.2,0.000579,38.9,1.12,9.70,1.99,0.207953,0.001217,0.000031,0.008916,0.012676,45.0,25.7,0.020,0.018,0.847,0.156,-0.178,0.009,-0.133,0.056,-0.150,0.013,0.110,59.987,1.189,0.004,0.007,0.172,0.284,2.918,-0.074,0.095,73.639,2.252,0.071,0.006,1.076,-0.001,0.161,-0.002,389.938,7.594,6.347,1.306,1.309,1.598,0.146,0.202,0.031,0.006,0.074,0.004,-0.137,0.702,0.144,0.006,0.024,0.037,0.291,0.000
2080,798.2,0.230,0.212,0.097,0.083,83.7,49.7,45.3,0.000369,39.0,1.12,9.72,2.00,0.207959,0.001214,0.000031,0.008908,0.012629,45.0,25.7,-0.055,0.016,0.952,0.279,0.022,0.010,0.037,0.028,-0.138,0.007,0.327,59.498,1.202,-0.001,-0.176,0.107,0.255,2.863,-0.029,0.099,73.192,2.187,0.082,0.005,1.078,0.002,-0.050,0.008,387.725,7.950,6.285,1.295,1.291,1.586,0.131,0.203,0.085,0.000,0.012,0.000,-0.114,0.696,0.136,0.007,0.007,0.040,0.078,0.000
2090,798.1,0.230,0.207,0.104,0.081,83.6,49.7,45.2,0.000514,38.9,1.12,9.82,2.02,0.207962,0.001213,0.000031,0.008901,0.012599,45.0,25.7,0.033,0.027,1.268,0.313,-0.126,0.024,-0.103,0.058,-0.143,0.013,-0.686,59.246,1.213,0.003,-0.080,0.214,0.771,2.749,-0.070,0.095,72.869,2.191,0.081,0.008,1.067,0.003,0.023,0.009,384.537,7.251,6.240,1.289,1.254,1.579,0.105,0.227,0.111,0.015,0.013,0.012,-0.114,0.694,0.105,0.004,0.020,0.038,0.691,0.000
2100,798.1,0.228,0.202,0.096,0.081,83.6,49.7,45.1,0.000513,38.8,1.12,9.78,2.01,0.207968,0.00121,0.000031,0.008894,0.012596,45.0,25.7,0.027,0.018,0.970,0.321,-0.137,0.043,-0.018,0.008,-0.114,0.010,-0.297,59.414,1.182,0.000,0.091,0.226,0.339,2.815,-0.063,0.090,73.258,2.213,0.078,0.006,1.029,0.000,0.206,0.000,384.111,6.934,6.326,1.293,1.304,1.583,0.152,0.186,0.079,-0.001,-0.056,-0.001,-0.133,0.696,0.154,0.005,0.009,0.038,0.430,0.000
2110,806.9,0.221,0.195,0.090,0.076,83.8,49.8,45.2,0.000461,38.8,1.12,9.85,2.03,0.20798,0.001201,0.000031,0.00888,0.01258,45.0,25.7,0.015,0.019,1.046,0.259,-0.152,0.009,-0.100,-0.001,-0.144,0.005,0.252,60.009,1.181,0.001,-0.062,0.167,0.423,3.054,-0.065,0.092,73.735,2.209,0.083,0.006,1.059,0.001,0.036,0.005,384.550,7.376,6.343,1.306,1.276,1.599,0.136,0.214,0.036,0.010,-0.022,0.008,-0.104,0.702,0.113,0.005,0.016,0.031,0.361,0.000
2120,868.3,0.202,0.184,0.088,0.072,83.7,49.7,44.9,0.000445,38.4,1.12,9.76,2.01,0.207983,0.001199,0.00003,0.008882,0.012564,45.0,25.7,-0.033,0.015,1.352,0.244,-0.067,0.050,0.023,0.015,-0.173,0.015,-0.032,64.622,1.184,0.003,-0.150,0.182,0.796,3.143,-0.025,0.092,79.511,2.444,0.088,0.005,1.056,-0.003,0.099,-0.011,373.663,6.668,6.880,1.407,1.389,1.722,0.111,0.227,0.137,0.003,-0.035,0.002,-0.136,0.756,0.125,0.006,0.024,0.032,0.646,0.000
2130,868.5,0.201,0.178,0.087,0.071,83.3,49.5,44.9,0.000333,38.1,1.12,9.64,1.99,0.207992,0.001196,0.00003,0.008873,0.012571,45.0,25.7,0.017,0.009,1.258,0.143,-0.039,0.021,0.180,0.066,-0.158,0.013,-1.669,70.991,1.203,0.003,-0.015,0.162,0.095,3.582,-0.036,0.100,88.133,2.763,0.088,0.003,1.092,0.000,0.031,0.000,369.737,7.082,7.624,1.545,1.554,1.892,0.158,0.219,0.121,0.016,0.011,0.012,-0.154,0.831,0.131,0.006,0.028,0.046,0.080,0.000
2140,868.5,0.197,0.168,0.084,0.069,83.7,49.7,42.0,0.00024,38.1,1.12,9.68,1.99,0.208074,0.001158,0.000031,0.00884,0.012611,45.0,25.7,0.011,0.020,1.632,0.085,-0.111,0.039,-0.018,0.050,-0.162,0.015,0.269,74.260,1.233,0.003,-0.077,0.152,1.494,3.716,-0.089,0.103,92.039,2.923,0.081,0.006,1.115,-0.001,0.022,-0.004,370.250,6.647,7.955,1.616,1.699,1.979,0.133,0.200,0.063,0.017,-0.007,0.013,-0.189,0.869,0.132,0.006,0.026,0.045,1.417,0.000
